county,month,labor_force,employed,unemployed,unemployment_rate
Oneida,2017-08,105900,100700,5300,5.0
Onondaga,2017-08,230400,219600,10800,4.7
Ontario,2017-08,54100,51800,2300,4.3
Orange,2017-08,180400,171200,9200,5.1
Orleans,2017-08,18800,17700,1100,5.8
Oswego,2017-08,55200,51900,3300,6.0
Otsego,2017-08,28800,27400,1400,4.9
Putnam,2017-08,50500,48200,2300,4.6
Queens,2017-08,1191500,1138600,52900,4.4
Rensselaer,2017-08,82600,78700,3800,4.6
Richmond,2017-08,231500,219400,12100,5.2
Rockland,2017-08,147400,139900,7500,5.1
Saratoga,2017-08,123400,118600,4800,3.9
Schenectady,2017-08,76400,72800,3600,4.7
Schoharie,2017-08,14200,13400,700,5.2
Schuyler,2017-08,8600,8200,400,4.7
Seneca,2017-08,16400,15700,700,4.4
St. Lawrence,2017-08,44000,41100,2900,6.5
Steuben,2017-08,43900,41600,2300,5.2
Suffolk,2017-08,795500,756700,38800,4.9
Sullivan,2017-08,35600,33900,1700,4.8
Tioga,2017-08,22900,21700,1100,5.0
Tompkins,2017-08,51200,48900,2300,4.5
Ulster,2017-08,88500,84200,4300,4.9
Warren,2017-08,34400,32900,1500,4.4
Washington,2017-08,30700,29500,1300,4.2
Wayne,2017-08,44500,42400,2100,4.7
Westchester,2017-08,499100,474900,24200,4.8
Wyoming,2017-08,19500,18600,900,4.6
Yates,2017-08,11200,10700,500,4.2
Albany,2017-09,163400,156600,6800,4.1
Allegany,2017-09,20700,19600,1100,5.3
Bronx,2017-09,627200,588800,38400,6.1
Broome,2017-09,89300,84900,4400,4.9
Cattaraugus,2017-09,34700,32900,1800,5.2
Cayuga,2017-09,36200,34500,1600,4.5
Chautauqua,2017-09,58600,55700,3000,5.1
Chemung,2017-09,37900,36000,1900,4.9
Chenango,2017-09,21800,20800,1000,4.8
Clinton,2017-09,37000,35400,1700,4.5
Columbia,2017-09,30700,29600,1100,3.7
Cortland,2017-09,24200,23100,1100,4.5
Delaware,2017-09,19500,18500,900,4.8
Dutchess,2017-09,150400,144200,6200,4.1
Erie,2017-09,473100,451200,21900,4.6
Essex,2017-09,17900,17100,700,4.1
Franklin,2017-09,19400,18400,1000,5.4
Fulton,2017-09,25700,24500,1200,4.8
Genesee,2017-09,30100,28900,1200,4.1
Greene,2017-09,21700,20700,1000,4.5
Hamilton,2017-09,2500,2400,100,4.3
Herkimer,2017-09,28800,27500,1300,4.6
Jefferson,2017-09,46900,44400,2500,5.3
Kings,2017-09,1321100,1261600,59500,4.5
Lewis,2017-09,11900,11300,600,5.0
Livingston,2017-09,30100,28700,1400,4.5
Madison,2017-09,32200,30700,1600,4.8
Monroe,2017-09,379500,361800,17700,4.7
Montgomery,2017-09,23500,22300,1200,5.1
Nassau,2017-09,704100,674700,29400,4.2
New York,2017-09,932700,893800,38900,4.2
Niagara,2017-09,103900,98600,5300,5.1
Oneida,2017-09,104200,99300,4800,4.7
Onondaga,2017-09,231100,220900,10200,4.4
Ontario,2017-09,54500,52300,2300,4.1
Orange,2017-09,181100,172600,8500,4.7
Orleans,2017-09,18800,17900,900,4.7
Oswego,2017-09,55400,52300,3100,5.6
Otsego,2017-09,28300,27100,1200,4.4
Putnam,2017-09,50600,48400,2100,4.2
Queens,2017-09,1196400,1148000,48500,4.1
Rensselaer,2017-09,82200,78700,3400,4.2
Richmond,2017-09,231200,220600,10600,4.6
Rockland,2017-09,147300,140500,6800,4.6
Saratoga,2017-09,123300,118700,4600,3.7
Schenectady,2017-09,76100,72800,3400,4.4
Schoharie,2017-09,14100,13500,700,4.7
Schuyler,2017-09,8500,8200,400,4.4
Seneca,2017-09,16100,15500,700,4.1
St. Lawrence,2017-09,45400,42900,2500,5.5
Steuben,2017-09,44000,41800,2200,5.0
Suffolk,2017-09,788100,754500,33600,4.3
Sullivan,2017-09,34000,32400,1600,4.7
Tioga,2017-09,23000,21900,1100,4.6
Tompkins,2017-09,52500,50300,2300,4.3
Ulster,2017-09,89000,85200,3800,4.3
Warren,2017-09,33100,31700,1400,4.2
Washington,2017-09,29600,28300,1200,4.1
Wayne,2017-09,44700,42700,1900,4.3
Westchester,2017-09,499000,477100,22000,4.4
Wyoming,2017-09,19200,18400,800,4.1
Yates,2017-09,11400,11000,500,4.0
Albany,2017-10,162800,156300,6500,4.0
Allegany,2017-10,20700,19600,1100,5.3
Bronx,2017-10,624800,587700,37100,5.9
Broome,2017-10,88700,84500,4200,4.8
Cattaraugus,2017-10,34300,32500,1800,5.3
Cayuga,2017-10,35600,34000,1500,4.3
Chautauqua,2017-10,57200,54300,2900,5.1
Chemung,2017-10,37700,35900,1800,4.8
Chenango,2017-10,21600,20500,1000,4.8
Clinton,2017-10,36800,35100,1600,4.4
Columbia,2017-10,30400,29300,1100,3.6
Cortland,2017-10,24000,23000,1100,4.5
Delaware,2017-10,19500,18600,900,4.6
Dutchess,2017-10,149600,143700,6000,4.0
Erie,2017-10,467900,446600,21400,4.6
Essex,2017-10,17100,16400,700,4.2
Franklin,2017-10,19200,18200,1000,5.3
Fulton,2017-10,25400,24200,1200,4.7
Genesee,2017-10,29500,28300,1300,4.3
Greene,2017-10,21300,20300,1000,4.6
Hamilton,2017-10,2400,2200,100,4.9
Herkimer,2017-10,28900,27600,1400,4.7
Jefferson,2017-10,45800,43300,2500,5.4
Kings,2017-10,1316200,1259400,56800,4.3
Lewis,2017-10,11800,11200,600,5.0
Livingston,2017-10,30100,28700,1400,4.5
Madison,2017-10,32000,30500,1500,4.7
Monroe,2017-10,377800,360600,17200,4.6
Montgomery,2017-10,23300,22100,1100,4.9
Nassau,2017-10,695900,667500,28400,4.1
New York,2017-10,929500,892300,37200,4.0
Niagara,2017-10,102900,97600,5300,5.1
Oneida,2017-10,104300,99600,4700,4.5
Onondaga,2017-10,229100,219300,9800,4.3
Ontario,2017-10,54400,52200,2200,4.1
Orange,2017-10,180000,171900,8100,4.5
Orleans,2017-10,18800,17900,900,4.8
Oswego,2017-10,54900,52000,3000,5.4
Otsego,2017-10,28400,27200,1200,4.2
Putnam,2017-10,50200,48200,2100,4.1
Queens,2017-10,1192400,1146000,46400,3.9
Rensselaer,2017-10,81900,78600,3300,4.1
Richmond,2017-10,230200,220100,10100,4.4
Rockland,2017-10,146400,139800,6600,4.5
Saratoga,2017-10,122900,118500,4400,3.6
Schenectady,2017-10,75900,72600,3300,4.3
Schoharie,2017-10,14100,13500,600,4.5
Schuyler,2017-10,8400,8000,400,4.6
Seneca,2017-10,15800,15200,600,4.0
St. Lawrence,2017-10,45300,42800,2400,5.4
Steuben,2017-10,43400,41100,2200,5.1
Suffolk,2017-10,779400,746500,33000,4.2
Sullivan,2017-10,33200,31600,1600,4.8
Tioga,2017-10,22900,21900,1000,4.4
Tompkins,2017-10,53100,51000,2100,4.0
Ulster,2017-10,88800,85000,3800,4.2
Warren,2017-10,32500,31100,1400,4.3
Washington,2017-10,29000,27900,1100,3.9
Wayne,2017-10,44600,42700,1900,4.2
Westchester,2017-10,495700,474500,21200,4.3
Wyoming,2017-10,19000,18200,800,4.2
Yates,2017-10,11400,11000,400,3.8
Albany,2017-11,161300,154800,6400,4.0
Allegany,2017-11,20700,19500,1200,5.9
Bronx,2017-11,621300,586300,35000,5.6
Broome,2017-11,88200,83700,4500,5.1
Cattaraugus,2017-11,34600,32600,2000,5.8
Cayuga,2017-11,35900,34200,1700,4.7
Chautauqua,2017-11,56800,53700,3100,5.5
Chemung,2017-11,37500,35700,1800,4.9
Chenango,2017-11,21700,20500,1200,5.3
Clinton,2017-11,36800,35100,1700,4.6
Columbia,2017-11,30300,29300,1100,3.6
Cortland,2017-11,24200,22900,1300,5.3
Delaware,2017-11,19500,18500,900,4.8
Dutchess,2017-11,149500,143500,5900,4.0
Erie,2017-11,465600,443300,22200,4.8
Essex,2017-11,17000,16000,900,5.5
Franklin,2017-11,19400,18300,1100,5.8
Fulton,2017-11,25300,24000,1300,5.2
Genesee,2017-11,29600,28200,1400,4.8
Greene,2017-11,21300,20200,1100,5.1
Hamilton,2017-11,2400,2200,200,9.1
Herkimer,2017-11,29000,27500,1500,5.2
Jefferson,2017-11,46000,43100,3000,6.4
Kings,2017-11,1307800,1256500,51400,3.9
Lewis,2017-11,12100,11400,700,5.5
Livingston,2017-11,30200,28700,1400,4.7
Madison,2017-11,32300,30600,1600,5.1
Monroe,2017-11,374900,357300,17500,4.7
Montgomery,2017-11,23300,22100,1200,5.1
Nassau,2017-11,691600,663500,28100,4.1
New York,2017-11,924200,890600,33700,3.6
Niagara,2017-11,102800,97100,5800,5.6
Oneida,2017-11,103700,98700,5000,4.8
Onondaga,2017-11,227800,217800,10000,4.4
Ontario,2017-11,54500,52100,2400,4.4
Orange,2017-11,179400,171300,8100,4.5
Orleans,2017-11,19100,18100,1000,5.2
Oswego,2017-11,55200,51900,3200,5.9
Otsego,2017-11,28200,26800,1300,4.7
Putnam,2017-11,50100,48100,2100,4.1
Queens,2017-11,1185300,1143600,41700,3.5
Rensselaer,2017-11,81300,77900,3400,4.2
Richmond,2017-11,228600,219400,9100,4.0
Rockland,2017-11,146000,139500,6500,4.5
Saratoga,2017-11,122100,117600,4600,3.7
Schenectady,2017-11,75300,72000,3300,4.4
Schoharie,2017-11,14100,13500,700,4.7
Schuyler,2017-11,8300,7800,500,5.8
Seneca,2017-11,15900,15200,700,4.3
St. Lawrence,2017-11,45400,42800,2600,5.8
Steuben,2017-11,43500,41100,2400,5.5
Suffolk,2017-11,776400,742500,34000,4.4
Sullivan,2017-11,33100,31400,1700,5.1
Tioga,2017-11,22800,21800,1000,4.6
Tompkins,2017-11,52800,50700,2200,4.1
Ulster,2017-11,88000,84200,3800,4.3
Warren,2017-11,32100,30300,1700,5.5
Washington,2017-11,28800,27500,1200,4.3
Wayne,2017-11,45100,43000,2000,4.5
Westchester,2017-11,494700,473600,21100,4.3
Wyoming,2017-11,19400,18400,1000,5.1
Yates,2017-11,11600,11100,500,4.3
Albany,2017-12,159800,153500,6300,3.9
Allegany,2017-12,20500,19300,1300,6.1
Bronx,2017-12,618400,583100,35300,5.7
Broome,2017-12,87700,83100,4700,5.3
Cattaraugus,2017-12,34800,32500,2200,6.4
Cayuga,2017-12,35600,33800,1800,4.9
Chautauqua,2017-12,56500,53200,3300,5.9
Chemung,2017-12,37400,35500,1900,5.0
Chenango,2017-12,21700,20400,1300,5.9
Clinton,2017-12,36400,34600,1800,4.9
Columbia,2017-12,30000,28900,1200,3.9
Cortland,2017-12,23900,22500,1400,6.0
Delaware,2017-12,19100,18100,1000,5.5
Dutchess,2017-12,148500,142800,5700,3.8
Erie,2017-12,463300,440300,23000,5.0
Essex,2017-12,17500,16400,1000,5.9
Franklin,2017-12,19200,18000,1200,6.3
Fulton,2017-12,25200,23800,1400,5.4
Genesee,2017-12,29500,28000,1500,5.1
Greene,2017-12,21500,20300,1100,5.3
Hamilton,2017-12,2300,2100,300,10.8
Herkimer,2017-12,28800,27100,1700,5.8
Jefferson,2017-12,45800,42600,3200,7.0
Kings,2017-12,1300400,1249000,51400,4.0
Lewis,2017-12,12000,11300,800,6.5
Livingston,2017-12,30000,28500,1500,5.1
Madison,2017-12,32200,30300,1800,5.6
Monroe,2017-12,372800,355300,17500,4.7
Montgomery,2017-12,23200,21800,1300,5.7
Nassau,2017-12,688700,661700,27100,3.9
New York,2017-12,918900,884900,34100,3.7
Niagara,2017-12,102800,96400,6400,6.2
Oneida,2017-12,102700,97600,5200,5.0
Onondaga,2017-12,226700,216600,10100,4.4
Ontario,2017-12,54200,51700,2500,4.7
Orange,2017-12,178500,170700,7900,4.4
Orleans,2017-12,18900,17900,1100,5.7
Oswego,2017-12,55000,51500,3500,6.4
Otsego,2017-12,27500,26100,1400,5.1
Putnam,2017-12,50000,47900,2000,4.1
Queens,2017-12,1178200,1136400,41800,3.5
Rensselaer,2017-12,80700,77200,3400,4.3
Richmond,2017-12,227400,218400,9000,4.0
Rockland,2017-12,145300,139100,6200,4.3
Saratoga,2017-12,121200,116500,4700,3.9
Schenectady,2017-12,74700,71400,3300,4.5
Schoharie,2017-12,14000,13300,700,5.3
Schuyler,2017-12,8200,7600,600,7.1
Seneca,2017-12,15600,14900,700,4.7
St. Lawrence,2017-12,45300,42500,2800,6.2
Steuben,2017-12,43200,40600,2600,5.9
Suffolk,2017-12,774300,740400,33900,4.4
Sullivan,2017-12,32600,30800,1800,5.5
Tioga,2017-12,22700,21600,1100,5.0
Tompkins,2017-12,52400,50400,2000,3.7
Ulster,2017-12,87000,83100,3800,4.4
Warren,2017-12,32000,30000,2000,6.3
Washington,2017-12,28500,27100,1400,4.7
Wayne,2017-12,44800,42600,2200,4.9
Westchester,2017-12,492800,472200,20600,4.2
Wyoming,2017-12,19100,18100,1100,5.7
Yates,2017-12,11200,10600,500,4.9
Albany,2018-01,159400,152300,7100,4.5
Allegany,2018-01,20500,18900,1600,7.7
Bronx,2018-01,622400,582400,39900,6.4
Broome,2018-01,88000,82500,5500,6.2
Cattaraugus,2018-01,35200,32600,2500,7.2
Cayuga,2018-01,36100,34000,2100,5.9
Chautauqua,2018-01,56600,52900,3700,6.5
Chemung,2018-01,37600,35500,2100,5.5
Chenango,2018-01,22100,20600,1500,6.9
Clinton,2018-01,36500,34400,2100,5.8
Columbia,2018-01,29800,28400,1400,4.7
Cortland,2018-01,24300,22500,1700,7.1
Delaware,2018-01,19400,18100,1300,6.7
Dutchess,2018-01,148500,142000,6400,4.3
Erie,2018-01,462500,437600,24900,5.4
Essex,2018-01,18000,16800,1200,6.5
Franklin,2018-01,19400,18000,1400,7.1
Fulton,2018-01,25300,23700,1600,6.4
Genesee,2018-01,29600,27800,1800,6.0
Greene,2018-01,22200,20900,1300,5.7
Hamilton,2018-01,2300,2100,200,10.5
Herkimer,2018-01,29000,27100,1900,6.7
Jefferson,2018-01,45600,42000,3600,7.9
Kings,2018-01,1309100,1250800,58300,4.5
Lewis,2018-01,12500,11500,1000,8.1
Livingston,2018-01,30100,28300,1800,6.0
Madison,2018-01,32400,30200,2200,6.7
Monroe,2018-01,372900,354300,18600,5.0
Montgomery,2018-01,23300,21700,1600,7.0
Nassau,2018-01,684200,654400,29800,4.4
New York,2018-01,927600,889000,38700,4.2
Niagara,2018-01,102500,95300,7200,7.0
Oneida,2018-01,103800,98000,5700,5.5
Onondaga,2018-01,226900,215900,11000,4.8
Ontario,2018-01,54700,51800,2900,5.4
Orange,2018-01,179600,170900,8700,4.9
Orleans,2018-01,19100,17900,1200,6.4
Oswego,2018-01,55000,50900,4100,7.4
Otsego,2018-01,27900,26200,1700,6.1
Putnam,2018-01,49900,47700,2200,4.5
Queens,2018-01,1183300,1135000,48300,4.1
Rensselaer,2018-01,81000,76900,4100,5.0
Richmond,2018-01,229900,219400,10500,4.6
Rockland,2018-01,146300,139500,6800,4.7
Saratoga,2018-01,121700,116400,5300,4.4
Schenectady,2018-01,75000,71300,3700,4.9
Schoharie,2018-01,14300,13200,1100,7.6
Schuyler,2018-01,8200,7600,600,7.7
Seneca,2018-01,15800,15000,800,5.3
St. Lawrence,2018-01,45200,41900,3300,7.3
Steuben,2018-01,43800,40800,3000,6.7
Suffolk,2018-01,770100,731700,38400,5.0
Sullivan,2018-01,33700,31700,2000,5.8
Tioga,2018-01,22900,21500,1400,6.2
Tompkins,2018-01,50500,48300,2200,4.3
Ulster,2018-01,87400,83000,4400,5.1
Warren,2018-01,32100,29900,2200,6.8
Washington,2018-01,28800,27100,1700,5.7
Wayne,2018-01,45000,42500,2500,5.5
Westchester,2018-01,493800,471600,22200,4.5
Wyoming,2018-01,19500,18200,1300,6.8
Yates,2018-01,10900,10300,600,5.8
Albany,2018-02,159900,152700,7200,4.5
Allegany,2018-02,20900,19400,1600,7.4
Bronx,2018-02,628400,589400,39000,6.2
Broome,2018-02,88300,82700,5600,6.3
Cattaraugus,2018-02,35000,32500,2600,7.3
Cayuga,2018-02,35800,33600,2200,6.1
Chautauqua,2018-02,56600,52800,3700,6.6
Chemung,2018-02,37300,35100,2200,5.8
Chenango,2018-02,21800,20300,1500,7.0
Clinton,2018-02,36700,34500,2100,5.8
Columbia,2018-02,29900,28400,1500,4.9
Cortland,2018-02,24800,23100,1700,6.7
Delaware,2018-02,19600,18300,1300,6.7
Dutchess,2018-02,148300,141600,6700,4.5
Erie,2018-02,461200,435500,25700,5.6
Essex,2018-02,17900,16700,1200,6.8
Franklin,2018-02,19400,18000,1400,7.2
Fulton,2018-02,25200,23500,1700,6.6
Genesee,2018-02,29500,27700,1800,6.0
Greene,2018-02,21900,20600,1300,5.9
Hamilton,2018-02,2300,2100,300,11.2
Herkimer,2018-02,28900,26900,2000,6.8
Jefferson,2018-02,45500,41800,3700,8.1
Kings,2018-02,1323400,1266000,57400,4.3
Lewis,2018-02,12400,11400,1000,8.3
Livingston,2018-02,30100,28200,1800,6.1
Madison,2018-02,32300,30100,2200,6.8
Monroe,2018-02,373900,354500,19400,5.2
Montgomery,2018-02,23100,21400,1700,7.2
Nassau,2018-02,682400,651700,30700,4.5
New York,2018-02,937800,899800,38000,4.1
Niagara,2018-02,102100,94800,7200,7.1
Oneida,2018-02,103600,97700,5900,5.7
Onondaga,2018-02,226900,215500,11500,5.1
Ontario,2018-02,54800,51700,3100,5.7
Orange,2018-02,179600,170500,9100,5.1
Orleans,2018-02,19000,17800,1300,6.6
Oswego,2018-02,54900,50800,4100,7.4
Otsego,2018-02,28300,26600,1700,6.0
Putnam,2018-02,50000,47600,2400,4.7
Queens,2018-02,1196300,1148800,47500,4.0
Rensselaer,2018-02,81300,77100,4200,5.1
Richmond,2018-02,232200,222000,10200,4.4
Rockland,2018-02,146400,139400,7100,4.8
Saratoga,2018-02,122300,116700,5700,4.6
Schenectady,2018-02,75300,71400,3900,5.1
Schoharie,2018-02,14200,13200,1000,7.2
Schuyler,2018-02,8300,7600,600,7.8
Seneca,2018-02,15700,14800,900,5.7
St. Lawrence,2018-02,45600,42200,3300,7.3
Steuben,2018-02,43400,40500,2900,6.8
Suffolk,2018-02,767800,728500,39300,5.1
Sullivan,2018-02,33900,32000,1900,5.7
Tioga,2018-02,22900,21500,1400,6.2
Tompkins,2018-02,52900,50600,2300,4.4
Ulster,2018-02,87500,83000,4500,5.1
Warren,2018-02,32000,29900,2100,6.7
Washington,2018-02,28700,27000,1700,5.9
Wayne,2018-02,45000,42400,2600,5.7
Westchester,2018-02,494400,471100,23300,4.7
Wyoming,2018-02,19300,18000,1300,6.9
Yates,2018-02,11300,10700,600,5.7
Albany,2018-03,160600,154100,6500,4.1
Allegany,2018-03,20700,19300,1400,6.7
Bronx,2018-03,624600,587700,36900,5.9
Broome,2018-03,88500,83500,5000,5.6
Cattaraugus,2018-03,34700,32400,2300,6.6
Cayuga,2018-03,35400,33500,2000,5.6
Chautauqua,2018-03,56500,53200,3400,5.9
Chemung,2018-03,37400,35400,1900,5.2
Chenango,2018-03,21800,20400,1400,6.3
Clinton,2018-03,36500,34600,1900,5.2
Columbia,2018-03,29800,28500,1300,4.3
Cortland,2018-03,24500,22900,1500,6.2
Delaware,2018-03,19300,18200,1100,5.9
Dutchess,2018-03,148700,142700,5900,4.0
Erie,2018-03,463800,440600,23100,5.0
Essex,2018-03,17500,16400,1100,6.4
Franklin,2018-03,19300,18000,1200,6.4
Fulton,2018-03,25200,23800,1500,5.8
Genesee,2018-03,29400,27800,1600,5.4
Greene,2018-03,21600,20400,1100,5.2
Hamilton,2018-03,2300,2100,300,10.8
Herkimer,2018-03,28800,27000,1800,6.2
Jefferson,2018-03,45600,42300,3300,7.3
Kings,2018-03,1317500,1262900,54600,4.1
Lewis,2018-03,12100,11200,900,7.5
Livingston,2018-03,29900,28200,1700,5.5
Madison,2018-03,32100,30100,2000,6.2
Monroe,2018-03,375300,357800,17500,4.7
Montgomery,2018-03,23000,21600,1500,6.3
Nassau,2018-03,689000,661500,27400,4.0
New York,2018-03,933700,897600,36200,3.9
Niagara,2018-03,102300,95800,6500,6.4
Oneida,2018-03,103600,98300,5300,5.1
Onondaga,2018-03,227700,217600,10200,4.5
Ontario,2018-03,54700,51900,2800,5.1
Orange,2018-03,180200,172100,8100,4.5
Orleans,2018-03,18700,17600,1100,5.8
Oswego,2018-03,54600,51100,3600,6.6
Otsego,2018-03,28100,26600,1500,5.3
Putnam,2018-03,50400,48300,2100,4.1
Queens,2018-03,1190800,1146000,44700,3.8
Rensselaer,2018-03,81500,77700,3700,4.6
Richmond,2018-03,231000,221400,9600,4.2
Rockland,2018-03,147700,141300,6400,4.3
Saratoga,2018-03,122600,117600,5000,4.1
Schenectady,2018-03,75500,72000,3500,4.6
Schoharie,2018-03,14100,13200,900,6.5
Schuyler,2018-03,8200,7700,600,7.1
Seneca,2018-03,15600,14800,800,4.9
St. Lawrence,2018-03,45200,42200,3000,6.6
Steuben,2018-03,43300,40600,2600,6.1
Suffolk,2018-03,773700,739000,34700,4.5
Sullivan,2018-03,34000,32300,1700,5.1
Tioga,2018-03,22800,21600,1300,5.5
Tompkins,2018-03,52800,50800,2000,3.8
Ulster,2018-03,87800,83900,3900,4.5
Warren,2018-03,32000,30100,2000,6.2
Washington,2018-03,28300,26900,1500,5.2
Wayne,2018-03,44500,42200,2300,5.2
Westchester,2018-03,498700,477900,20800,4.2
Wyoming,2018-03,19000,17800,1200,6.2
Yates,2018-03,11100,10500,600,5.2
Albany,2018-04,161400,155600,5800,3.6
Allegany,2018-04,20500,19300,1100,5.6
Bronx,2018-04,618600,585100,33600,5.4
Broome,2018-04,88600,84400,4200,4.8
Cattaraugus,2018-04,34100,32100,1900,5.6
Cayuga,2018-04,35500,33800,1700,4.7
Chautauqua,2018-04,55900,53100,2800,5.0
Chemung,2018-04,37100,35500,1700,4.5
Chenango,2018-04,21600,20500,1100,5.1
Clinton,2018-04,36500,34900,1600,4.5
Columbia,2018-04,30200,29100,1100,3.5
Cortland,2018-04,24100,22900,1200,5.1
Delaware,2018-04,19300,18300,1000,5.1
Dutchess,2018-04,149200,143900,5200,3.5
Erie,2018-04,462800,442900,19900,4.3
Essex,2018-04,16600,15600,900,5.6
Franklin,2018-04,19200,18100,1100,5.8
Fulton,2018-04,25100,23900,1200,4.7
Genesee,2018-04,29600,28400,1300,4.2
Greene,2018-04,21400,20400,1000,4.7
Hamilton,2018-04,2300,2000,200,10.3
Herkimer,2018-04,28600,27200,1400,5.0
Jefferson,2018-04,45400,42700,2700,5.9
Kings,2018-04,1309000,1258100,50900,3.9
Lewis,2018-04,11900,11200,700,6.2
Livingston,2018-04,29800,28500,1400,4.6
Madison,2018-04,32000,30400,1600,5.1
Monroe,2018-04,376200,360600,15500,4.1
Montgomery,2018-04,22900,21800,1100,5.0
Nassau,2018-04,693800,669400,24300,3.5
New York,2018-04,927800,894500,33400,3.6
Niagara,2018-04,101600,96300,5300,5.3
Oneida,2018-04,103500,98900,4600,4.5
Onondaga,2018-04,228700,219800,8800,3.9
Ontario,2018-04,54600,52300,2300,4.1
Orange,2018-04,180800,173500,7300,4.0
Orleans,2018-04,18700,17800,900,4.9
Oswego,2018-04,54500,51600,2900,5.3
Otsego,2018-04,28000,26700,1300,4.6
Putnam,2018-04,50300,48500,1800,3.6
Queens,2018-04,1183200,1141900,41200,3.5
Rensselaer,2018-04,81700,78500,3200,3.9
Richmond,2018-04,229200,220300,8900,3.9
Rockland,2018-04,147500,141900,5700,3.8
Saratoga,2018-04,123100,118800,4300,3.5
Schenectady,2018-04,75700,72700,3100,4.0
Schoharie,2018-04,14100,13300,700,5.2
Schuyler,2018-04,8400,7900,500,5.4
Seneca,2018-04,15600,15000,600,4.0
St. Lawrence,2018-04,45300,42700,2500,5.6
Steuben,2018-04,43200,41000,2200,5.0
Suffolk,2018-04,776700,747700,29100,3.7
Sullivan,2018-04,34400,32900,1500,4.3
Tioga,2018-04,22800,21800,1000,4.4
Tompkins,2018-04,53800,51900,1800,3.4
Ulster,2018-04,88100,84800,3300,3.8
Warren,2018-04,31900,30300,1600,5.1
Washington,2018-04,28200,27100,1200,4.1
Wayne,2018-04,44400,42500,1900,4.3
Westchester,2018-04,497900,479700,18200,3.7
Wyoming,2018-04,18800,17900,900,4.7
Yates,2018-04,11300,10800,500,4.1
Albany,2018-05,162300,157000,5300,3.2
Allegany,2018-05,20000,19100,900,4.6
Bronx,2018-05,615000,584300,30700,5.0
Broome,2018-05,89200,85500,3600,4.1
Cattaraugus,2018-05,33900,32300,1600,4.7
Cayuga,2018-05,35500,34100,1400,3.9
Chautauqua,2018-05,56800,54500,2400,4.2
Chemung,2018-05,37400,35900,1500,4.1
Chenango,2018-05,21600,20800,900,4.0
Clinton,2018-05,36700,35300,1400,3.8
Columbia,2018-05,30300,29400,900,3.1
Cortland,2018-05,23800,22800,900,4.0
Delaware,2018-05,19400,18600,800,4.0
Dutchess,2018-05,149400,144500,4900,3.3
Erie,2018-05,467700,450000,17700,3.8
Essex,2018-05,16800,16100,700,4.2
Franklin,2018-05,19200,18200,900,4.8
Fulton,2018-05,25300,24300,1000,3.9
Genesee,2018-05,30100,29100,1100,3.5
Greene,2018-05,21400,20600,800,3.9
Hamilton,2018-05,2300,2200,200,6.6
Herkimer,2018-05,28500,27300,1100,4.0
Jefferson,2018-05,46200,44100,2100,4.6
Kings,2018-05,1302700,1256200,46400,3.6
Lewis,2018-05,11700,11200,500,4.5
Livingston,2018-05,29700,28500,1200,4.0
Madison,2018-05,31700,30400,1300,4.1
Monroe,2018-05,378600,364400,14200,3.8
Montgomery,2018-05,22900,21900,1000,4.5
Nassau,2018-05,701100,678000,23100,3.3
New York,2018-05,923500,892800,30700,3.3
Niagara,2018-05,102200,97600,4600,4.5
Oneida,2018-05,104000,100000,4000,3.9
Onondaga,2018-05,229700,221700,7900,3.5
Ontario,2018-05,54400,52500,1900,3.5
Orange,2018-05,181400,174600,6900,3.8
Orleans,2018-05,18400,17600,700,4.0
Oswego,2018-05,54300,51800,2400,4.5
Otsego,2018-05,27800,26800,1000,3.7
Putnam,2018-05,50500,48800,1700,3.4
Queens,2018-05,1177400,1140000,37300,3.2
Rensselaer,2018-05,81900,79200,2800,3.4
Richmond,2018-05,228300,220200,8100,3.6
Rockland,2018-05,148100,142800,5300,3.6
Saratoga,2018-05,123500,119800,3700,3.0
Schenectady,2018-05,76100,73300,2800,3.7
Schoharie,2018-05,13900,13300,600,4.2
Schuyler,2018-05,8500,8100,400,4.2
Seneca,2018-05,15700,15100,500,3.5
St. Lawrence,2018-05,44900,42700,2100,4.7
Steuben,2018-05,43100,41100,1900,4.5
Suffolk,2018-05,783400,756900,26500,3.4
Sullivan,2018-05,34700,33400,1300,3.8
Tioga,2018-05,22900,22000,900,3.8
Tompkins,2018-05,52800,51100,1600,3.1
Ulster,2018-05,88900,85800,3100,3.5
Warren,2018-05,32600,31300,1300,3.8
