county,month,year,unemp_rate,medicaid_enrollment,medicaid_per_1k,snap_persons,snap_benefits,snap_per_1k,crash_count,crashes_per_100k,mta_ridership,population
Albany,2018-01,2018,4.5,63394,206.77,34102.0,4188400.0,111.23,,,,306585
Albany,2018-02,2018,4.5,63319,206.53,33680.0,4109129.0,109.86,,,,306585
Albany,2018-03,2018,4.1,63610,207.48,33736.0,4101573.0,110.04,,,,306585
Albany,2018-04,2018,3.6,63595,207.43,33648.0,4074885.0,109.75,,,,306585
Albany,2018-05,2018,3.2,63542,207.26,33584.0,4092467.0,109.54,,,,306585
Albany,2018-06,2018,3.8,63590,207.41,33447.0,4084001.0,109.1,,,,306585
Albany,2018-07,2018,3.8,63461,206.99,33150.0,4077184.0,108.13,,,,306585
Albany,2018-08,2018,3.7,63450,206.96,32811.0,4111340.0,107.02,,,,306585
Albany,2018-09,2018,3.2,63205,206.16,32590.0,4094966.0,106.3,,,,306585
Albany,2018-10,2018,3.2,63188,206.1,32490.0,4144000.0,105.97,,,,306585
Albany,2018-11,2018,3.0,63301,206.47,32232.0,4105600.0,105.13,,,,306585
Albany,2018-12,2018,3.3,63368,206.69,32104.0,4106810.0,104.71,,,,306585
Albany,2019-01,2019,3.9,63479,207.78,32075.0,4072301.0,104.99,,,,305506
Albany,2019-02,2019,3.8,63364,207.41,31648.0,3996650.0,103.59,,,,305506
Albany,2019-03,2019,3.6,63354,207.37,31990.0,4001551.0,104.71,,,,305506
Albany,2019-04,2019,3.1,63301,207.2,31843.0,3988864.0,104.23,,,,305506
Albany,2019-05,2019,3.1,63546,208.0,31820.0,3984954.0,104.16,,,,305506
Albany,2019-06,2019,3.4,63562,208.05,31797.0,3985900.0,104.08,,,,305506
Albany,2019-07,2019,3.8,63601,208.18,31957.0,4025929.0,104.6,,,,305506
Albany,2019-08,2019,3.8,63718,208.57,31915.0,4025284.0,104.47,,,,305506
Albany,2019-09,2019,3.3,63605,208.2,31806.0,4007529.0,104.11,,,,305506
Albany,2019-10,2019,3.4,63670,208.41,31762.0,4059097.0,103.97,,,,305506
Albany,2019-11,2019,3.3,63406,207.54,31770.0,4042487.0,103.99,,,,305506
Albany,2019-12,2019,3.5,63352,207.37,31658.0,4031722.0,103.62,,,,305506
Albany,2020-01,2020,3.8,63442,201.86,31630.0,4000453.0,100.64,,,,314293
Albany,2020-02,2020,3.8,63396,201.71,31290.0,3947807.0,99.56,,,,314293
Albany,2020-03,2020,4.4,63420,201.79,31697.0,4000134.0,100.85,,,,314293
Albany,2020-04,2020,13.5,64735,205.97,33675.0,7436275.0,107.15,,,,314293
Albany,2020-05,2020,10.9,65719,209.1,34859.0,6131723.0,110.91,,,,314293
Albany,2020-06,2020,9.2,66424,211.34,35151.0,5874893.0,111.84,,,,314293
Albany,2020-07,2020,8.7,67292,214.11,34686.0,6353303.0,110.36,,,,314293
Albany,2020-08,2020,6.9,68112,216.71,33989.0,5969850.0,108.14,,,,314293
Albany,2020-09,2020,6.2,68954,219.39,34609.0,5727390.0,110.12,,,,314293
Albany,2020-10,2020,5.1,69820,222.15,35315.0,7071282.0,112.36,,,,314293
Albany,2020-11,2020,4.9,70444,224.13,34850.0,6508082.0,110.88,,,,314293
Albany,2020-12,2020,5.3,71426,227.26,34589.0,6435329.0,110.05,,,,314293
Albany,2021-01,2021,5.8,72236,228.45,33909.0,7187785.0,107.24,655.0,207.15,,316195
Albany,2021-02,2021,6.0,72531,229.39,34198.0,7459356.0,108.15,647.0,204.62,,316195
Albany,2021-03,2021,5.6,73183,231.45,34205.0,7369808.0,108.18,575.0,181.85,,316195
Albany,2021-04,2021,4.8,73768,233.3,33837.0,8167920.0,107.01,591.0,186.91,,316195
Albany,2021-05,2021,4.4,74115,234.4,33857.0,8184309.0,107.08,640.0,202.41,,316195
Albany,2021-06,2021,4.8,74529,235.71,33982.0,8120901.0,107.47,773.0,244.47,,316195
Albany,2021-07,2021,4.7,75024,237.27,34130.0,8188782.0,107.94,724.0,228.97,,316195
Albany,2021-08,2021,4.4,75360,238.33,34145.0,8253923.0,107.99,761.0,240.67,,316195
Albany,2021-09,2021,3.6,76005,240.37,34341.0,8254720.0,108.61,716.0,226.44,,316195
Albany,2021-10,2021,3.3,76577,242.18,34053.0,8794453.0,107.7,917.0,290.01,,316195
Albany,2021-11,2021,3.0,76916,243.25,34188.0,8836820.0,108.12,920.0,290.96,,316195
Albany,2021-12,2021,2.7,77699,245.73,34324.0,8954731.0,108.55,913.0,288.75,,316195
Albany,2022-01,2022,3.5,78208,247.68,34202.0,8861944.0,108.32,831.0,263.17,,315764
Albany,2022-02,2022,3.6,78743,249.37,34309.0,8900409.0,108.65,887.0,280.91,,315764
Albany,2022-03,2022,3.3,79333,251.24,34608.0,8946362.0,109.6,748.0,236.89,,315764
Albany,2022-04,2022,2.8,79478,251.7,34173.0,8899369.0,108.22,662.0,209.65,,315764
Albany,2022-05,2022,2.8,79889,253.0,34256.0,8851407.0,108.49,742.0,234.99,,315764
Albany,2022-06,2022,3.2,80250,254.15,34503.0,8903354.0,109.27,726.0,229.92,,315764
Albany,2022-07,2022,3.4,80804,255.9,34494.0,8878273.0,109.24,783.0,247.97,,315764
Albany,2022-08,2022,3.4,81196,257.14,34461.0,8866807.0,109.14,808.0,255.89,,315764
Albany,2022-09,2022,2.8,81827,259.14,34362.0,8941350.0,108.82,806.0,255.25,,315764
Albany,2022-10,2022,2.7,82156,260.18,34241.0,9938479.0,108.44,827.0,261.9,,315764
Albany,2022-11,2022,2.8,82403,260.96,33981.0,9918559.0,107.62,948.0,300.22,,315764
Albany,2022-12,2022,2.7,83017,262.91,33903.0,9913735.0,107.37,932.0,295.16,,315764
Albany,2023-01,2023,3.4,83480,262.85,33442.0,9677027.0,105.3,747.0,235.21,,317590
Albany,2023-02,2023,3.4,83807,263.88,33515.0,9735789.0,105.53,726.0,228.6,,317590
Albany,2023-03,2023,3.0,84355,265.61,33496.0,6741302.0,105.47,762.0,239.93,,317590
Albany,2023-04,2023,2.5,84502,266.07,34450.0,6797005.0,108.47,659.0,207.5,,317590
Albany,2023-05,2023,2.8,84774,266.93,34340.0,6708794.0,108.13,768.0,241.82,,317590
Albany,2023-06,2023,3.1,85420,268.96,33933.0,6608589.0,106.85,725.0,228.28,,317590
Albany,2023-07,2023,3.3,84514,266.11,33593.0,6542382.0,105.77,766.0,241.19,,317590
Albany,2023-08,2023,3.5,83233,262.08,33306.0,6514614.0,104.87,774.0,243.71,,317590
Albany,2023-09,2023,3.2,82094,258.49,32665.0,6386216.0,102.85,785.0,247.17,,317590
Albany,2023-10,2023,3.3,80939,254.85,32576.0,6704141.0,102.57,865.0,272.36,,317590
Albany,2023-11,2023,3.1,79721,251.02,32321.0,6575954.0,101.77,846.0,266.38,,317590
Albany,2023-12,2023,3.4,78067,245.81,32358.0,6672366.0,101.89,885.0,278.66,,317590
Albany,2024-01,2024,3.6,76983,240.8,32123.0,6537165.0,100.48,938.0,293.4,,319702
Albany,2024-02,2024,3.8,76177,238.28,31787.0,6423569.0,99.43,647.0,202.38,,319702
Albany,2024-03,2024,3.5,75549,236.31,31870.0,6482089.0,99.69,771.0,241.16,,319702
Albany,2024-04,2024,3.1,74111,231.81,32299.0,6592253.0,101.03,701.0,219.27,,319702
Albany,2024-05,2024,3.2,72875,227.95,32501.0,6563593.0,101.66,775.0,242.41,,319702
Albany,2024-06,2024,3.4,71797,224.57,32549.0,6544379.0,101.81,755.0,236.16,,319702
Albany,2024-07,2024,3.7,71580,223.9,32429.0,6484886.0,101.44,702.0,219.58,,319702
Albany,2024-08,2024,3.7,71796,224.57,32221.0,6508933.0,100.78,740.0,231.47,,319702
Albany,2024-09,2024,3.0,71561,223.84,31943.0,6403331.0,99.91,780.0,243.98,,319702
Albany,2024-10,2024,3.0,71663,224.16,32633.0,6790037.0,102.07,863.0,269.94,,319702
Albany,2024-11,2024,3.0,71550,223.8,32334.0,6588828.0,101.14,831.0,259.93,,319702
Albany,2024-12,2024,3.1,71447,223.48,32495.0,6581142.0,101.64,1060.0,331.56,,319702
Albany,2025-01,2025,3.6,71254,221.82,32544.0,6508755.0,101.31,,,,321225
Albany,2025-02,2025,3.8,70830,220.5,32528.0,6468325.0,101.26,,,,321225
Albany,2025-03,2025,3.4,70768,220.31,32365.0,6435489.0,100.75,,,,321225
Albany,2025-04,2025,2.7,70669,220.0,32402.0,6433932.0,100.87,,,,321225
Albany,2025-05,2025,2.7,70583,219.73,32298.0,6421588.0,100.55,,,,321225
Albany,2025-06,2025,3.0,70500,219.47,31863.0,6328545.0,99.19,,,,321225
Albany,2025-07,2025,3.5,70614,219.83,31662.0,6320865.0,98.57,,,,321225
Albany,2025-08,2025,3.8,70394,219.14,31539.0,6268155.0,98.18,,,,321225
Albany,2025-09,2025,3.8,70337,218.96,31290.0,6196860.0,97.41,,,,321225
Albany,2025-10,2025,,70477,219.4,31064.0,6363973.0,96.7,,,,321225
Albany,2025-11,2025,3.4,70967,220.93,30175.0,6180587.0,93.94,,,,321225
Albany,2025-12,2025,3.3,70827,220.49,29962.0,6133958.0,93.27,,,,321225
Allegany,2018-01,2018,7.7,12378,267.16,5639.0,620281.0,121.71,,,,46332
Allegany,2018-02,2018,7.4,12390,267.42,5573.0,610114.0,120.28,,,,46332
Allegany,2018-03,2018,6.7,12383,267.27,5620.0,635024.0,121.3,,,,46332
Allegany,2018-04,2018,5.6,12374,267.07,5486.0,612445.0,118.41,,,,46332
Allegany,2018-05,2018,4.6,12386,267.33,5438.0,613162.0,117.37,,,,46332
Allegany,2018-06,2018,5.3,12310,265.69,5456.0,618017.0,117.76,,,,46332
Allegany,2018-07,2018,5.2,12268,264.78,5350.0,604543.0,115.47,,,,46332
Allegany,2018-08,2018,4.8,12333,266.19,5324.0,600731.0,114.91,,,,46332
Allegany,2018-09,2018,4.1,12359,266.75,5310.0,597471.0,114.61,,,,46332
Allegany,2018-10,2018,4.1,12342,266.38,5397.0,614630.0,116.49,,,,46332
Allegany,2018-11,2018,4.1,12368,266.94,5370.0,607973.0,115.9,,,,46332
Allegany,2018-12,2018,5.0,12341,266.36,5533.0,624602.0,119.42,,,,46332
Allegany,2019-01,2019,6.5,12358,268.12,5512.0,619653.0,119.59,,,,46091
Allegany,2019-02,2019,6.2,12389,268.79,5498.0,614925.0,119.29,,,,46091
Allegany,2019-03,2019,5.9,12447,270.05,5471.0,617514.0,118.7,,,,46091
Allegany,2019-04,2019,4.7,12421,269.49,5335.0,604462.0,115.75,,,,46091
Allegany,2019-05,2019,4.4,12380,268.6,5296.0,603417.0,114.9,,,,46091
Allegany,2019-06,2019,4.6,12431,269.71,5185.0,588571.0,112.49,,,,46091
Allegany,2019-07,2019,5.2,12431,269.71,5141.0,585077.0,111.54,,,,46091
Allegany,2019-08,2019,5.1,12407,269.18,5027.0,575506.0,109.07,,,,46091
Allegany,2019-09,2019,4.2,12386,268.73,5024.0,577162.0,109.0,,,,46091
Allegany,2019-10,2019,4.3,12414,269.34,5016.0,584564.0,108.83,,,,46091
Allegany,2019-11,2019,4.9,12412,269.29,4954.0,569374.0,107.48,,,,46091
Allegany,2019-12,2019,5.6,12375,268.49,4998.0,575818.0,108.44,,,,46091
Allegany,2020-01,2020,6.6,12405,267.44,5016.0,565692.0,108.14,,,,46385
Allegany,2020-02,2020,6.3,12325,265.71,5025.0,572276.0,108.33,,,,46385
Allegany,2020-03,2020,7.2,12301,265.19,4953.0,566814.0,106.78,,,,46385
Allegany,2020-04,2020,14.5,12449,268.38,5090.0,1216075.0,109.73,,,,46385
Allegany,2020-05,2020,11.3,12545,270.45,5045.0,899006.0,108.76,,,,46385
Allegany,2020-06,2020,9.2,12632,272.33,4852.0,788754.0,104.6,,,,46385
Allegany,2020-07,2020,9.1,12734,274.53,4682.0,905553.0,100.94,,,,46385
Allegany,2020-08,2020,6.8,12884,277.76,4507.0,804807.0,97.17,,,,46385
Allegany,2020-09,2020,5.6,13007,280.41,4628.0,756119.0,99.77,,,,46385
Allegany,2020-10,2020,4.8,13122,282.89,4695.0,963042.0,101.22,,,,46385
Allegany,2020-11,2020,4.9,13231,285.24,4692.0,904379.0,101.15,,,,46385
Allegany,2020-12,2020,6.0,13307,286.88,4885.0,934347.0,105.31,,,,46385
Allegany,2021-01,2021,6.9,13422,287.08,4947.0,1060614.0,105.81,64.0,136.89,,46753
Allegany,2021-02,2021,6.7,13498,288.71,5068.0,1102425.0,108.4,94.0,201.06,,46753
Allegany,2021-03,2021,5.9,13573,290.31,5126.0,1107223.0,109.64,84.0,179.67,,46753
Allegany,2021-04,2021,5.0,13620,291.32,5084.0,1218240.0,108.74,59.0,126.2,,46753
Allegany,2021-05,2021,4.5,13667,292.32,5018.0,1191429.0,107.33,91.0,194.64,,46753
Allegany,2021-06,2021,5.2,13732,293.71,4932.0,1169505.0,105.49,86.0,183.95,,46753
Allegany,2021-07,2021,5.5,13798,295.13,4943.0,1185212.0,105.73,93.0,198.92,,46753
Allegany,2021-08,2021,5.1,13904,297.39,4867.0,1170816.0,104.1,67.0,143.31,,46753
Allegany,2021-09,2021,3.8,13960,298.59,4985.0,1190953.0,106.62,90.0,192.5,,46753
Allegany,2021-10,2021,3.6,14089,301.35,5183.0,1335018.0,110.86,97.0,207.47,,46753
Allegany,2021-11,2021,3.8,14167,303.02,5355.0,1363006.0,114.54,181.0,387.14,,46753
Allegany,2021-12,2021,3.6,14268,305.18,5493.0,1410477.0,117.49,89.0,190.36,,46753
Allegany,2022-01,2022,5.0,14317,306.93,5532.0,1400531.0,118.6,109.0,233.67,,46646
Allegany,2022-02,2022,5.1,14411,308.94,5645.0,1442224.0,121.02,94.0,201.52,,46646
Allegany,2022-03,2022,4.5,14490,310.64,5765.0,1457114.0,123.59,105.0,225.1,,46646
Allegany,2022-04,2022,3.7,14467,310.14,5707.0,1451452.0,122.35,62.0,132.92,,46646
Allegany,2022-05,2022,3.4,14508,311.02,5691.0,1421220.0,122.0,61.0,130.77,,46646
Allegany,2022-06,2022,4.0,14559,312.12,5624.0,1409033.0,120.57,92.0,197.23,,46646
Allegany,2022-07,2022,4.4,14608,313.17,5577.0,1397152.0,119.56,70.0,150.07,,46646
Allegany,2022-08,2022,4.4,14697,315.08,5601.0,1410297.0,120.07,76.0,162.93,,46646
Allegany,2022-09,2022,3.3,14806,317.41,5607.0,1422226.0,120.2,72.0,154.35,,46646
Allegany,2022-10,2022,3.2,14866,318.7,5605.0,1608955.0,120.16,106.0,227.24,,46646
Allegany,2022-11,2022,3.5,14948,320.46,5632.0,1624065.0,120.74,177.0,379.45,,46646
Allegany,2022-12,2022,4.1,15013,321.85,5894.0,1715668.0,126.36,128.0,274.41,,46646
Allegany,2023-01,2023,5.3,15117,323.75,5856.0,1646411.0,125.41,111.0,237.72,,46694
Allegany,2023-02,2023,4.9,15221,325.97,5890.0,1682119.0,126.14,100.0,214.16,,46694
Allegany,2023-03,2023,4.2,15279,327.22,5886.0,1051181.0,126.05,105.0,224.87,,46694
Allegany,2023-04,2023,3.4,15319,328.07,5783.0,1011349.0,123.85,79.0,169.19,,46694
Allegany,2023-05,2023,3.7,15367,329.1,5700.0,977349.0,122.07,86.0,184.18,,46694
Allegany,2023-06,2023,4.1,15442,330.71,5575.0,957390.0,119.39,102.0,218.44,,46694
Allegany,2023-07,2023,4.3,15251,326.62,5527.0,953476.0,118.37,71.0,152.05,,46694
Allegany,2023-08,2023,4.6,15053,322.38,5474.0,960190.0,117.23,57.0,122.07,,46694
Allegany,2023-09,2023,3.6,14852,318.07,5464.0,947692.0,117.02,71.0,152.05,,46694
Allegany,2023-10,2023,3.8,14632,313.36,5481.0,990595.0,117.38,87.0,186.32,,46694
Allegany,2023-11,2023,3.8,14452,309.5,5520.0,983072.0,118.22,128.0,274.13,,46694
Allegany,2023-12,2023,4.7,14248,305.14,5581.0,1000839.0,119.52,64.0,137.06,,46694
Allegany,2024-01,2024,5.7,14019,299.41,5563.0,979384.0,118.81,113.0,241.34,,46822
Allegany,2024-02,2024,5.5,13808,294.9,5515.0,966717.0,117.79,67.0,143.1,,46822
Allegany,2024-03,2024,4.8,13646,291.44,5530.0,963225.0,118.11,59.0,126.01,,46822
Allegany,2024-04,2024,3.9,13423,286.68,5405.0,935550.0,115.44,48.0,102.52,,46822
Allegany,2024-05,2024,3.9,13207,282.07,5379.0,928922.0,114.88,78.0,166.59,,46822
Allegany,2024-06,2024,4.4,12945,276.47,5308.0,913389.0,113.37,80.0,170.86,,46822
Allegany,2024-07,2024,4.6,12851,274.46,5281.0,905242.0,112.79,75.0,160.18,,46822
Allegany,2024-08,2024,4.6,12731,271.9,5247.0,906903.0,112.06,77.0,164.45,,46822
Allegany,2024-09,2024,3.3,12715,271.56,5152.0,895814.0,110.03,72.0,153.77,,46822
Allegany,2024-10,2024,3.3,12693,271.09,5229.0,936322.0,111.68,124.0,264.83,,46822
Allegany,2024-11,2024,3.8,12619,269.51,5300.0,942094.0,113.19,144.0,307.55,,46822
Allegany,2024-12,2024,4.3,12640,269.96,5322.0,943746.0,113.66,121.0,258.43,,46822
Allegany,2025-01,2025,5.5,12573,268.65,5319.0,918135.0,113.65,,,,46800
Allegany,2025-02,2025,5.3,12513,267.37,5335.0,921755.0,114.0,,,,46800
Allegany,2025-03,2025,4.7,12579,268.78,5361.0,926396.0,114.55,,,,46800
Allegany,2025-04,2025,3.5,12591,269.04,5325.0,918634.0,113.78,,,,46800
Allegany,2025-05,2025,3.3,12575,268.7,5321.0,920766.0,113.7,,,,46800
Allegany,2025-06,2025,4.0,12517,267.46,5238.0,904587.0,111.92,,,,46800
Allegany,2025-07,2025,4.6,12630,269.87,5175.0,900150.0,110.58,,,,46800
Allegany,2025-08,2025,4.7,12679,270.92,5089.0,894989.0,108.74,,,,46800
Allegany,2025-09,2025,4.3,12647,270.24,5071.0,889887.0,108.35,,,,46800
Allegany,2025-10,2025,,12634,269.96,5132.0,934310.0,109.66,,,,46800
Allegany,2025-11,2025,4.3,12707,271.52,4998.0,900121.0,106.79,,,,46800
Allegany,2025-12,2025,4.9,12732,272.05,4949.0,886861.0,105.75,,,,46800
Bronx,2018-01,2018,6.4,817200,570.64,,,,,,,1432087
Bronx,2018-02,2018,6.2,816942,570.46,,,,,,,1432087
Bronx,2018-03,2018,5.9,818451,571.51,,,,,,,1432087
Bronx,2018-04,2018,5.4,817857,571.09,,,,,,,1432087
Bronx,2018-05,2018,5.0,818244,571.36,,,,,,,1432087
Bronx,2018-06,2018,5.8,818166,571.31,,,,,,,1432087
Bronx,2018-07,2018,6.2,818496,571.54,,,,,,,1432087
Bronx,2018-08,2018,6.1,819305,572.11,,,,,,,1432087
Bronx,2018-09,2018,5.4,818826,571.77,,,,,,,1432087
Bronx,2018-10,2018,5.4,820364,572.85,,,,,,,1432087
Bronx,2018-11,2018,5.3,819243,572.06,,,,,,,1432087
Bronx,2018-12,2018,5.6,817818,571.07,,,,,,,1432087
Bronx,2019-01,2019,6.5,819196,577.63,,,,,,,1418207
Bronx,2019-02,2019,6.0,817055,576.12,,,,,,,1418207
Bronx,2019-03,2019,5.6,818221,576.94,,,,,,,1418207
Bronx,2019-04,2019,5.0,817776,576.63,,,,,,,1418207
Bronx,2019-05,2019,5.2,817033,576.1,,,,,,,1418207
Bronx,2019-06,2019,5.3,814855,574.57,,,,,,,1418207
Bronx,2019-07,2019,5.9,814160,574.08,,,,,,,1418207
Bronx,2019-08,2019,5.8,813440,573.57,,,,,,,1418207
Bronx,2019-09,2019,5.0,812144,572.66,,,,,,,1418207
Bronx,2019-10,2019,5.3,810335,571.38,,,,,,,1418207
Bronx,2019-11,2019,5.0,805816,568.19,,,,,,,1418207
Bronx,2019-12,2019,4.7,801541,565.18,,,,,,,1418207
Bronx,2020-01,2020,5.7,801988,548.84,,,,,,,1461233
Bronx,2020-02,2020,5.8,800866,548.08,,,,,,,1461233
Bronx,2020-03,2020,7.3,801268,548.35,,,,,,,1461233
Bronx,2020-04,2020,14.9,814301,557.27,,,,,,,1461233
Bronx,2020-05,2020,26.5,827416,566.25,,,,,,,1461233
Bronx,2020-06,2020,21.7,839754,574.69,,,,,,,1461233
Bronx,2020-07,2020,22.4,851645,582.83,,,,,,,1461233
Bronx,2020-08,2020,20.1,860374,588.8,,,,,,,1461233
Bronx,2020-09,2020,19.8,869587,595.1,,,,,,,1461233
Bronx,2020-10,2020,17.8,878440,601.16,,,,,,,1461233
Bronx,2020-11,2020,17.0,886135,606.43,,,,,,,1461233
Bronx,2020-12,2020,16.5,896938,613.82,,,,,,,1461233
Bronx,2021-01,2021,17.4,904018,636.19,,,,1183.0,83.25,,1420980
Bronx,2021-02,2021,16.7,906202,637.73,,,,995.0,70.02,,1420980
Bronx,2021-03,2021,15.7,913317,642.74,,,,1336.0,94.02,,1420980
Bronx,2021-04,2021,15.5,918204,646.18,,,,1440.0,101.34,,1420980
Bronx,2021-05,2021,14.2,922357,649.1,,,,1646.0,115.84,,1420980
Bronx,2021-06,2021,14.9,927812,652.94,,,,1674.0,117.81,,1420980
Bronx,2021-07,2021,14.5,933225,656.75,,,,1595.0,112.25,,1420980
Bronx,2021-08,2021,13.9,936147,658.8,,,,1568.0,110.35,,1420980
Bronx,2021-09,2021,12.1,942313,663.14,,,,1471.0,103.52,,1420980
Bronx,2021-10,2021,11.5,948440,667.45,,,,1612.0,113.44,,1420980
Bronx,2021-11,2021,10.7,950225,668.71,,,,1443.0,101.55,,1420980
Bronx,2021-12,2021,10.6,956311,672.99,,,,1384.0,97.4,,1420980
Bronx,2022-01,2022,11.0,961319,694.57,,,,1364.0,98.55,,1384053
Bronx,2022-02,2022,10.1,964296,696.72,,,,1162.0,83.96,,1384053
Bronx,2022-03,2022,8.9,969115,700.2,,,,1350.0,97.54,,1384053
Bronx,2022-04,2022,8.3,970872,701.47,,,,1365.0,98.62,,1384053
Bronx,2022-05,2022,7.5,973374,703.28,,,,1500.0,108.38,,1384053
Bronx,2022-06,2022,7.6,978899,707.27,,,,1512.0,109.24,,1384053
Bronx,2022-07,2022,7.6,984146,711.06,,,,1471.0,106.28,,1384053
Bronx,2022-08,2022,7.3,987783,713.69,,,,1447.0,104.55,,1384053
Bronx,2022-09,2022,6.2,994875,718.81,,,,1419.0,102.52,,1384053
Bronx,2022-10,2022,6.9,999702,722.3,,,,1505.0,108.74,,1384053
Bronx,2022-11,2022,6.9,1003449,725.01,,,,1344.0,97.11,,1384053
Bronx,2022-12,2022,6.9,1009127,729.11,,,,1379.0,99.63,,1384053
Bronx,2023-01,2023,7.5,1014248,734.71,,,,1178.0,85.33,,1380478
Bronx,2023-02,2023,7.5,1017174,736.83,,,,1073.0,77.73,,1380478
Bronx,2023-03,2023,6.9,1023625,741.5,,,,1337.0,96.85,,1380478
Bronx,2023-04,2023,6.4,1027715,744.46,,,,1307.0,94.68,,1380478
Bronx,2023-05,2023,6.5,1030813,746.71,,,,1475.0,106.85,,1380478
Bronx,2023-06,2023,6.8,1036848,751.08,,,,1240.0,89.82,,1380478
Bronx,2023-07,2023,6.8,1027096,744.01,,,,1401.0,101.49,,1380478
Bronx,2023-08,2023,7.0,1017453,737.03,,,,1305.0,94.53,,1380478
Bronx,2023-09,2023,6.2,1007792,730.03,,,,1346.0,97.5,,1380478
Bronx,2023-10,2023,6.6,1000280,724.59,,,,1387.0,100.47,,1380478
Bronx,2023-11,2023,6.0,994417,720.34,,,,1348.0,97.65,,1380478
Bronx,2023-12,2023,6.1,987371,715.24,,,,1229.0,89.03,,1380478
Bronx,2024-01,2024,6.4,981892,698.33,,,,1159.0,82.43,,1406052
Bronx,2024-02,2024,6.6,975694,693.92,,,,1109.0,78.87,,1406052
Bronx,2024-03,2024,6.3,971959,691.27,,,,1275.0,90.68,,1406052
Bronx,2024-04,2024,6.1,960166,682.88,,,,1210.0,86.06,,1406052
Bronx,2024-05,2024,6.4,949314,675.16,,,,1370.0,97.44,,1406052
Bronx,2024-06,2024,7.1,938577,667.53,,,,1304.0,92.74,,1406052
Bronx,2024-07,2024,8.0,936343,665.94,,,,1266.0,90.04,,1406052
Bronx,2024-08,2024,8.1,935767,665.53,,,,1295.0,92.1,,1406052
Bronx,2024-09,2024,6.9,934744,664.8,,,,1215.0,86.41,,1406052
Bronx,2024-10,2024,7.2,934205,664.42,,,,1187.0,84.42,,1406052
Bronx,2024-11,2024,7.3,930501,661.78,,,,1181.0,83.99,,1406052
Bronx,2024-12,2024,7.0,927866,659.91,,,,1162.0,82.64,,1406052
Bronx,2025-01,2025,7.1,923884,656.95,,,,,,,1406332
Bronx,2025-02,2025,5.8,921564,655.3,,,,,,,1406332
Bronx,2025-03,2025,5.9,922116,655.69,,,,,,,1406332
Bronx,2025-04,2025,6.1,921330,655.13,,,,,,,1406332
Bronx,2025-05,2025,5.8,920975,654.88,,,,,,,1406332
Bronx,2025-06,2025,6.4,917932,652.71,,,,,,,1406332
Bronx,2025-07,2025,7.6,916298,651.55,,,,,,,1406332
Bronx,2025-08,2025,7.8,911122,647.87,,,,,,,1406332
Bronx,2025-09,2025,7.9,907892,645.57,,,,,,,1406332
Bronx,2025-10,2025,,904998,643.52,,,,,,,1406332
Bronx,2025-11,2025,7.5,912036,648.52,,,,,,,1406332
Bronx,2025-12,2025,7.4,904309,643.03,,,,,,,1406332
Broome,2018-01,2018,6.2,53759,280.1,30074.0,3770926.0,156.7,,,,191925
Broome,2018-02,2018,6.3,53803,280.33,29797.0,3723393.0,155.25,,,,191925
Broome,2018-03,2018,5.6,53711,279.85,29787.0,3733336.0,155.2,,,,191925
Broome,2018-04,2018,4.8,53653,279.55,29358.0,3662854.0,152.97,,,,191925
Broome,2018-05,2018,4.1,53561,279.07,29103.0,3653461.0,151.64,,,,191925
Broome,2018-06,2018,4.6,53415,278.31,28918.0,3644119.0,150.67,,,,191925
Broome,2018-07,2018,4.7,53140,276.88,28666.0,3621303.0,149.36,,,,191925
Broome,2018-08,2018,4.5,53036,276.34,28639.0,3650581.0,149.22,,,,191925
Broome,2018-09,2018,3.8,52895,275.6,28611.0,3627869.0,149.07,,,,191925
Broome,2018-10,2018,3.8,52798,275.1,28546.0,3642934.0,148.74,,,,191925
Broome,2018-11,2018,3.7,52556,273.84,28220.0,3580693.0,147.04,,,,191925
Broome,2018-12,2018,4.4,52419,273.12,28307.0,3592300.0,147.49,,,,191925
Broome,2019-01,2019,5.3,52646,276.37,28385.0,3566255.0,149.01,,,,190488
Broome,2019-02,2019,5.1,52462,275.41,27947.0,3517025.0,146.71,,,,190488
Broome,2019-03,2019,4.8,52394,275.05,28047.0,3522755.0,147.24,,,,190488
Broome,2019-04,2019,4.0,52313,274.63,27766.0,3500428.0,145.76,,,,190488
Broome,2019-05,2019,3.7,52226,274.17,27531.0,3492960.0,144.53,,,,190488
Broome,2019-06,2019,4.1,52162,273.83,27412.0,3479310.0,143.9,,,,190488
Broome,2019-07,2019,4.7,52067,273.33,27198.0,3467222.0,142.78,,,,190488
Broome,2019-08,2019,4.6,52103,273.52,26934.0,3438300.0,141.39,,,,190488
Broome,2019-09,2019,3.9,52055,273.27,26919.0,3441282.0,141.32,,,,190488
Broome,2019-10,2019,4.0,52099,273.5,27135.0,3510710.0,142.45,,,,190488
Broome,2019-11,2019,4.1,51904,272.48,27047.0,3477882.0,141.99,,,,190488
Broome,2019-12,2019,4.7,51866,272.28,26965.0,3470827.0,141.56,,,,190488
Broome,2020-01,2020,5.5,52147,263.18,27021.0,3453745.0,136.37,,,,198145
Broome,2020-02,2020,5.5,52155,263.22,26917.0,3416865.0,135.84,,,,198145
Broome,2020-03,2020,6.1,52017,262.52,26606.0,3392416.0,134.28,,,,198145
Broome,2020-04,2020,17.3,52995,267.46,27136.0,6109247.0,136.95,,,,198145
