county,month,year,unemp_rate,medicaid_enrollment,medicaid_per_1k,snap_persons,snap_benefits,snap_per_1k,crash_count,crashes_per_100k,mta_ridership,population
Columbia,2024-05,2024,2.8,15182,251.4,5486.0,1048762.0,90.84,120.0,198.71,,60389
Columbia,2024-06,2024,2.9,14936,247.33,5404.0,1015521.0,89.49,135.0,223.55,,60389
Columbia,2024-07,2024,3.3,14823,245.46,5413.0,1027013.0,89.64,140.0,231.83,,60389
Columbia,2024-08,2024,3.2,14725,243.84,5427.0,1021705.0,89.87,109.0,180.5,,60389
Columbia,2024-09,2024,2.6,14635,242.35,5406.0,1019031.0,89.52,128.0,211.96,,60389
Columbia,2024-10,2024,2.7,14672,242.96,5352.0,1034611.0,88.63,191.0,316.28,,60389
Columbia,2024-11,2024,2.8,14625,242.18,5336.0,1027872.0,88.36,203.0,336.15,,60389
Columbia,2024-12,2024,2.9,14603,241.82,5215.0,999651.0,86.36,186.0,308.0,,60389
Columbia,2025-01,2025,3.7,14470,240.49,5160.0,978689.0,85.76,,,,60168
Columbia,2025-02,2025,4.1,14388,239.13,5213.0,993937.0,86.64,,,,60168
Columbia,2025-03,2025,3.7,14317,237.95,5222.0,992791.0,86.79,,,,60168
Columbia,2025-04,2025,2.7,14335,238.25,5204.0,987602.0,86.49,,,,60168
Columbia,2025-05,2025,2.5,14310,237.83,5187.0,980460.0,86.21,,,,60168
Columbia,2025-06,2025,2.7,14266,237.1,5133.0,956648.0,85.31,,,,60168
Columbia,2025-07,2025,3.2,14225,236.42,5091.0,959675.0,84.61,,,,60168
Columbia,2025-08,2025,3.4,14229,236.49,5085.0,967552.0,84.51,,,,60168
Columbia,2025-09,2025,3.3,14189,235.82,4980.0,937735.0,82.77,,,,60168
Columbia,2025-10,2025,,14203,236.06,4919.0,961543.0,81.75,,,,60168
Columbia,2025-11,2025,3.3,14310,237.83,4846.0,933865.0,80.54,,,,60168
Columbia,2025-12,2025,3.2,14314,237.9,4831.0,931577.0,80.29,,,,60168
Cortland,2018-01,2018,7.1,11621,243.51,6314.0,738075.0,132.31,,,,47722
Cortland,2018-02,2018,6.7,11694,245.04,6212.0,721790.0,130.17,,,,47722
Cortland,2018-03,2018,6.2,11648,244.08,6261.0,735179.0,131.2,,,,47722
Cortland,2018-04,2018,5.1,11652,244.16,6162.0,726196.0,129.12,,,,47722
Cortland,2018-05,2018,4.0,11697,245.11,5996.0,717267.0,125.64,,,,47722
Cortland,2018-06,2018,4.7,11702,245.21,5976.0,713822.0,125.23,,,,47722
Cortland,2018-07,2018,4.5,11704,245.25,5828.0,697050.0,122.12,,,,47722
Cortland,2018-08,2018,4.0,11721,245.61,5821.0,702923.0,121.98,,,,47722
Cortland,2018-09,2018,3.5,11691,244.98,5797.0,696853.0,121.47,,,,47722
Cortland,2018-10,2018,3.4,11701,245.19,5756.0,693496.0,120.62,,,,47722
Cortland,2018-11,2018,3.7,11693,245.02,5767.0,687518.0,120.85,,,,47722
Cortland,2018-12,2018,4.9,11748,246.18,5832.0,696325.0,122.21,,,,47722
Cortland,2019-01,2019,6.0,11778,247.54,5928.0,705393.0,124.59,,,,47581
Cortland,2019-02,2019,5.7,11814,248.29,5872.0,702085.0,123.41,,,,47581
Cortland,2019-03,2019,5.4,11846,248.96,5887.0,706185.0,123.73,,,,47581
Cortland,2019-04,2019,4.2,11801,248.02,5694.0,675592.0,119.67,,,,47581
Cortland,2019-05,2019,3.5,11763,247.22,5671.0,668519.0,119.19,,,,47581
Cortland,2019-06,2019,4.1,11748,246.91,5545.0,660802.0,116.54,,,,47581
Cortland,2019-07,2019,4.5,11722,246.36,5457.0,652414.0,114.69,,,,47581
Cortland,2019-08,2019,4.3,11707,246.04,5490.0,663632.0,115.38,,,,47581
Cortland,2019-09,2019,3.6,11721,246.34,5402.0,647358.0,113.53,,,,47581
Cortland,2019-10,2019,3.6,11739,246.72,5459.0,664896.0,114.73,,,,47581
Cortland,2019-11,2019,4.1,11695,245.79,5453.0,663421.0,114.6,,,,47581
Cortland,2019-12,2019,4.9,11670,245.27,5445.0,659451.0,114.44,,,,47581
Cortland,2020-01,2020,6.2,11685,249.97,5585.0,662301.0,119.48,,,,46745
Cortland,2020-02,2020,5.8,11665,249.55,5478.0,644488.0,117.19,,,,46745
Cortland,2020-03,2020,6.4,11582,247.77,5478.0,652152.0,117.19,,,,46745
Cortland,2020-04,2020,15.5,11769,251.77,5782.0,1335986.0,123.69,,,,46745
Cortland,2020-05,2020,11.5,11901,254.59,5857.0,1032097.0,125.3,,,,46745
Cortland,2020-06,2020,8.7,12049,257.76,5575.0,934872.0,119.26,,,,46745
Cortland,2020-07,2020,8.6,12164,260.22,5355.0,997915.0,114.56,,,,46745
Cortland,2020-08,2020,6.3,12233,261.7,5389.0,947308.0,115.29,,,,46745
Cortland,2020-09,2020,5.4,12345,264.09,5534.0,906813.0,118.39,,,,46745
Cortland,2020-10,2020,4.7,12453,266.4,5585.0,1121206.0,119.48,,,,46745
Cortland,2020-11,2020,5.1,12558,268.65,5531.0,1038788.0,118.32,,,,46745
Cortland,2020-12,2020,6.1,12703,271.75,5571.0,1051886.0,119.18,,,,46745
Cortland,2021-01,2021,7.0,12805,275.45,5527.0,1178401.0,118.89,161.0,346.33,,46488
Cortland,2021-02,2021,6.9,12879,277.04,5574.0,1193026.0,119.9,165.0,354.93,,46488
Cortland,2021-03,2021,6.4,12964,278.87,5535.0,1180691.0,119.06,130.0,279.64,,46488
Cortland,2021-04,2021,5.2,13054,280.8,5435.0,1291084.0,116.91,111.0,238.77,,46488
Cortland,2021-05,2021,4.7,13132,282.48,5401.0,1297199.0,116.18,111.0,238.77,,46488
Cortland,2021-06,2021,5.3,13148,282.83,5349.0,1277243.0,115.06,114.0,245.22,,46488
Cortland,2021-07,2021,5.2,13199,283.92,5326.0,1278129.0,114.57,101.0,217.26,,46488
Cortland,2021-08,2021,4.8,13273,285.51,5336.0,1288095.0,114.78,98.0,210.81,,46488
Cortland,2021-09,2021,3.6,13346,287.08,5427.0,1307091.0,116.74,123.0,264.58,,46488
Cortland,2021-10,2021,3.4,13442,289.15,5604.0,1462915.0,120.55,143.0,307.61,,46488
Cortland,2021-11,2021,3.3,13480,289.97,5708.0,1467218.0,122.78,152.0,326.97,,46488
Cortland,2021-12,2021,3.3,13580,292.12,5803.0,1513537.0,124.83,116.0,249.53,,46488
Cortland,2022-01,2022,4.8,13660,296.13,5974.0,1535144.0,129.51,153.0,331.69,,46128
Cortland,2022-02,2022,4.6,13723,297.5,5988.0,1545969.0,129.81,146.0,316.51,,46128
Cortland,2022-03,2022,4.1,13838,299.99,6025.0,1543368.0,130.61,136.0,294.83,,46128
Cortland,2022-04,2022,3.4,13855,300.36,5990.0,1545384.0,129.86,121.0,262.31,,46128
Cortland,2022-05,2022,3.0,13890,301.12,6006.0,1519604.0,130.2,107.0,231.96,,46128
Cortland,2022-06,2022,3.6,13954,302.51,5911.0,1504836.0,128.14,112.0,242.8,,46128
Cortland,2022-07,2022,3.9,14025,304.05,5922.0,1512269.0,128.38,109.0,236.3,,46128
Cortland,2022-08,2022,3.9,14025,304.05,5938.0,1530553.0,128.73,109.0,236.3,,46128
Cortland,2022-09,2022,2.9,14121,306.13,5871.0,1515154.0,127.28,122.0,264.48,,46128
Cortland,2022-10,2022,2.9,14112,305.93,5851.0,1694431.0,126.84,138.0,299.17,,46128
Cortland,2022-11,2022,3.4,14140,306.54,5847.0,1686614.0,126.76,149.0,323.01,,46128
Cortland,2022-12,2022,3.9,14188,307.58,5960.0,1731582.0,129.21,210.0,455.25,,46128
Cortland,2023-01,2023,5.0,14316,311.19,5967.0,1719172.0,129.71,114.0,247.8,,46004
Cortland,2023-02,2023,4.7,14350,311.93,6011.0,1717889.0,130.66,138.0,299.97,,46004
Cortland,2023-03,2023,4.2,14467,314.47,5975.0,1105917.0,129.88,147.0,319.54,,46004
Cortland,2023-04,2023,3.3,14553,316.34,5944.0,1097921.0,129.21,80.0,173.9,,46004
Cortland,2023-05,2023,3.3,14615,317.69,5822.0,1051225.0,126.55,110.0,239.11,,46004
Cortland,2023-06,2023,3.7,14737,320.34,5828.0,1068853.0,126.68,123.0,267.37,,46004
Cortland,2023-07,2023,3.9,14507,315.34,5714.0,1047743.0,124.21,79.0,171.72,,46004
Cortland,2023-08,2023,4.2,14271,310.21,5683.0,1047393.0,123.53,92.0,199.98,,46004
Cortland,2023-09,2023,3.5,14141,307.39,5622.0,1028886.0,122.21,108.0,234.76,,46004
Cortland,2023-10,2023,3.8,13904,302.23,5673.0,1086578.0,123.32,102.0,221.72,,46004
Cortland,2023-11,2023,4.1,13663,297.0,5657.0,1076503.0,122.97,157.0,341.27,,46004
Cortland,2023-12,2023,4.9,13343,290.04,5680.0,1082139.0,123.47,115.0,249.98,,46004
Cortland,2024-01,2024,5.8,13099,284.38,5717.0,1071788.0,124.12,209.0,453.74,,46062
Cortland,2024-02,2024,5.4,12925,280.6,5765.0,1071835.0,125.16,99.0,214.93,,46062
Cortland,2024-03,2024,4.7,12820,278.32,5783.0,1079361.0,125.55,112.0,243.15,,46062
Cortland,2024-04,2024,3.8,12576,273.02,5742.0,1067574.0,124.66,77.0,167.17,,46062
Cortland,2024-05,2024,3.6,12365,268.44,5764.0,1076614.0,125.14,96.0,208.41,,46062
Cortland,2024-06,2024,4.0,12164,264.08,5681.0,1050891.0,123.33,89.0,193.22,,46062
Cortland,2024-07,2024,4.3,12129,263.32,5685.0,1051992.0,123.42,114.0,247.49,,46062
Cortland,2024-08,2024,4.2,12183,264.49,5644.0,1043827.0,122.53,87.0,188.88,,46062
Cortland,2024-09,2024,3.1,12151,263.8,5649.0,1041270.0,122.64,89.0,193.22,,46062
Cortland,2024-10,2024,3.2,12134,263.43,5647.0,1069833.0,122.6,129.0,280.06,,46062
Cortland,2024-11,2024,3.9,12051,261.63,5615.0,1063239.0,121.9,142.0,308.28,,46062
Cortland,2024-12,2024,4.3,12058,261.78,5646.0,1066332.0,122.57,200.0,434.2,,46062
Cortland,2025-01,2025,5.4,12016,262.07,5649.0,1056098.0,123.21,,,,45850
Cortland,2025-02,2025,5.4,11969,261.05,5696.0,1062047.0,124.23,,,,45850
Cortland,2025-03,2025,4.6,12001,261.74,5702.0,1076235.0,124.36,,,,45850
Cortland,2025-04,2025,3.6,12000,261.72,5614.0,1052366.0,122.44,,,,45850
Cortland,2025-05,2025,3.1,11920,259.98,5633.0,1063093.0,122.86,,,,45850
Cortland,2025-06,2025,3.6,11898,259.5,5537.0,1043725.0,120.76,,,,45850
Cortland,2025-07,2025,4.2,11875,259.0,5470.0,1038534.0,119.3,,,,45850
Cortland,2025-08,2025,4.4,11812,257.62,5449.0,1031979.0,118.84,,,,45850
Cortland,2025-09,2025,4.0,11885,259.21,5460.0,1029913.0,119.08,,,,45850
Cortland,2025-10,2025,,11920,259.98,5407.0,1057986.0,117.93,,,,45850
Cortland,2025-11,2025,4.4,12001,261.74,5302.0,1023854.0,115.64,,,,45850
Cortland,2025-12,2025,4.8,12020,262.16,5305.0,1034595.0,115.7,,,,45850
Delaware,2018-01,2018,6.7,10446,234.6,5452.0,612903.0,122.45,,,,44526
Delaware,2018-02,2018,6.7,10425,234.13,5403.0,605690.0,121.34,,,,44526
Delaware,2018-03,2018,5.9,10368,232.85,5398.0,606902.0,121.23,,,,44526
Delaware,2018-04,2018,5.1,10371,232.92,5191.0,583058.0,116.58,,,,44526
Delaware,2018-05,2018,4.0,10396,233.48,5043.0,567887.0,113.26,,,,44526
Delaware,2018-06,2018,4.6,10409,233.77,4920.0,549291.0,110.5,,,,44526
Delaware,2018-07,2018,4.3,10409,233.77,4838.0,536480.0,108.66,,,,44526
Delaware,2018-08,2018,3.9,10448,234.65,4742.0,537779.0,106.5,,,,44526
Delaware,2018-09,2018,3.6,10418,233.98,4654.0,515349.0,104.52,,,,44526
Delaware,2018-10,2018,3.6,10428,234.2,4656.0,518070.0,104.57,,,,44526
Delaware,2018-11,2018,3.6,10456,234.83,4681.0,519113.0,105.13,,,,44526
Delaware,2018-12,2018,4.2,10418,233.98,4663.0,517780.0,104.73,,,,44526
Delaware,2019-01,2019,5.5,10379,235.16,4682.0,521223.0,106.08,,,,44135
Delaware,2019-02,2019,5.6,10327,233.99,4580.0,506302.0,103.77,,,,44135
Delaware,2019-03,2019,5.0,10313,233.67,4515.0,496838.0,102.3,,,,44135
Delaware,2019-04,2019,4.1,10350,234.51,4444.0,496307.0,100.69,,,,44135
Delaware,2019-05,2019,3.7,10367,234.89,4443.0,494910.0,100.67,,,,44135
Delaware,2019-06,2019,4.1,10318,233.78,4328.0,476056.0,98.06,,,,44135
Delaware,2019-07,2019,4.8,10356,234.64,4340.0,479338.0,98.33,,,,44135
Delaware,2019-08,2019,4.4,10319,233.81,4295.0,475885.0,97.32,,,,44135
Delaware,2019-09,2019,3.6,10283,232.99,4210.0,462121.0,95.39,,,,44135
Delaware,2019-10,2019,3.8,10214,231.43,4109.0,458830.0,93.1,,,,44135
Delaware,2019-11,2019,4.0,10172,230.47,4148.0,465566.0,93.98,,,,44135
Delaware,2019-12,2019,4.5,10153,230.04,4239.0,477064.0,96.05,,,,44135
Delaware,2020-01,2020,5.3,10145,229.45,4216.0,468959.0,95.35,,,,44215
Delaware,2020-02,2020,5.5,10170,230.01,4206.0,465812.0,95.13,,,,44215
Delaware,2020-03,2020,6.2,10255,231.93,4218.0,482095.0,95.4,,,,44215
Delaware,2020-04,2020,13.8,10394,235.08,4491.0,1049555.0,101.57,,,,44215
Delaware,2020-05,2020,10.1,10540,238.38,4602.0,844616.0,104.08,,,,44215
Delaware,2020-06,2020,7.9,10627,240.35,4387.0,700033.0,99.22,,,,44215
Delaware,2020-07,2020,8.0,10747,243.06,4044.0,794694.0,91.46,,,,44215
Delaware,2020-08,2020,6.2,10850,245.39,3916.0,698721.0,88.57,,,,44215
Delaware,2020-09,2020,5.3,10968,248.06,3982.0,645227.0,90.06,,,,44215
Delaware,2020-10,2020,4.6,11077,250.53,4118.0,844782.0,93.14,,,,44215
Delaware,2020-11,2020,4.6,11184,252.95,4204.0,811854.0,95.08,,,,44215
Delaware,2020-12,2020,5.3,11322,256.07,4334.0,824261.0,98.02,,,,44215
Delaware,2021-01,2021,6.2,11390,254.6,4338.0,927744.0,96.97,133.0,297.3,,44736
Delaware,2021-02,2021,6.5,11358,253.89,4436.0,955841.0,99.16,100.0,223.53,,44736
Delaware,2021-03,2021,6.4,11461,256.19,4483.0,960681.0,100.21,95.0,212.36,,44736
Delaware,2021-04,2021,5.0,11547,258.11,4417.0,1032781.0,98.73,72.0,160.94,,44736
Delaware,2021-05,2021,4.4,11579,258.83,4423.0,1036268.0,98.87,64.0,143.06,,44736
Delaware,2021-06,2021,5.0,11687,261.24,4429.0,1044525.0,99.0,102.0,228.0,,44736
Delaware,2021-07,2021,5.2,11753,262.72,4402.0,1033241.0,98.4,101.0,225.77,,44736
Delaware,2021-08,2021,4.7,11811,264.02,4409.0,1047626.0,98.56,91.0,203.42,,44736
Delaware,2021-09,2021,3.7,11843,264.73,4417.0,1035694.0,98.73,81.0,181.06,,44736
Delaware,2021-10,2021,3.4,11878,265.51,4381.0,1110400.0,97.93,111.0,248.12,,44736
Delaware,2021-11,2021,3.2,11897,265.94,4500.0,1135839.0,100.59,134.0,299.54,,44736
Delaware,2021-12,2021,3.1,12016,268.6,4503.0,1145150.0,100.66,106.0,236.95,,44736
Delaware,2022-01,2022,4.5,12032,268.75,4546.0,1155072.0,101.54,118.0,263.56,,44771
Delaware,2022-02,2022,4.7,12039,268.9,4584.0,1158907.0,102.39,127.0,283.67,,44771
Delaware,2022-03,2022,4.2,12085,269.93,4601.0,1154520.0,102.77,109.0,243.46,,44771
Delaware,2022-04,2022,3.4,12100,270.26,4565.0,1154342.0,101.96,63.0,140.72,,44771
Delaware,2022-05,2022,3.2,12121,270.73,4549.0,1151313.0,101.61,70.0,156.35,,44771
Delaware,2022-06,2022,3.7,12168,271.78,4587.0,1166739.0,102.45,128.0,285.9,,44771
Delaware,2022-07,2022,4.1,12244,273.48,4551.0,1138462.0,101.65,108.0,241.23,,44771
Delaware,2022-08,2022,3.9,12296,274.64,4538.0,1146179.0,101.36,113.0,252.4,,44771
Delaware,2022-09,2022,3.2,12348,275.8,4588.0,1160283.0,102.48,104.0,232.29,,44771
Delaware,2022-10,2022,3.0,12353,275.92,4663.0,1330031.0,104.15,96.0,214.42,,44771
Delaware,2022-11,2022,3.3,12383,276.59,4727.0,1349425.0,105.58,134.0,299.3,,44771
Delaware,2022-12,2022,3.7,12448,278.04,4841.0,1393004.0,108.13,157.0,350.67,,44771
Delaware,2023-01,2023,4.8,12487,280.4,4858.0,1392596.0,109.09,109.0,244.76,,44533
Delaware,2023-02,2023,4.6,12519,281.12,4931.0,1400102.0,110.73,97.0,217.82,,44533
Delaware,2023-03,2023,4.0,12554,281.9,4843.0,812455.0,108.75,119.0,267.22,,44533
Delaware,2023-04,2023,3.1,12568,282.22,4825.0,813811.0,108.35,59.0,132.49,,44533
Delaware,2023-05,2023,3.2,12598,282.89,4780.0,813335.0,107.34,88.0,197.61,,44533
Delaware,2023-06,2023,3.7,12648,284.01,4762.0,818201.0,106.93,108.0,242.52,,44533
Delaware,2023-07,2023,4.0,12533,281.43,4740.0,799396.0,106.44,107.0,240.27,,44533
Delaware,2023-08,2023,4.1,12338,277.05,4642.0,779946.0,104.24,99.0,222.31,,44533
Delaware,2023-09,2023,3.5,12140,272.61,4565.0,769077.0,102.51,94.0,211.08,,44533
Delaware,2023-10,2023,3.7,11986,269.15,4515.0,790429.0,101.39,110.0,247.01,,44533
Delaware,2023-11,2023,3.7,11797,264.9,4580.0,812811.0,102.85,157.0,352.55,,44533
Delaware,2023-12,2023,4.3,11595,260.37,4677.0,822442.0,105.02,126.0,282.94,,44533
Delaware,2024-01,2024,5.0,11380,255.84,4834.0,824361.0,108.68,142.0,319.24,,44481
Delaware,2024-02,2024,5.1,11266,253.28,4837.0,813759.0,108.74,75.0,168.61,,44481
Delaware,2024-03,2024,4.5,11047,248.35,4873.0,822503.0,109.55,75.0,168.61,,44481
Delaware,2024-04,2024,3.7,10821,243.27,4764.0,804236.0,107.1,80.0,179.85,,44481
Delaware,2024-05,2024,3.5,10651,239.45,4774.0,809150.0,107.33,87.0,195.59,,44481
Delaware,2024-06,2024,3.8,10537,236.89,4710.0,798078.0,105.89,125.0,281.02,,44481
Delaware,2024-07,2024,4.3,10418,234.21,4662.0,797589.0,104.81,99.0,222.57,,44481
Delaware,2024-08,2024,4.0,10410,234.03,4641.0,800395.0,104.34,86.0,193.34,,44481
Delaware,2024-09,2024,3.1,10390,233.58,4587.0,784727.0,103.12,104.0,233.81,,44481
Delaware,2024-10,2024,3.1,10341,232.48,4666.0,819518.0,104.9,156.0,350.71,,44481
Delaware,2024-11,2024,3.4,10315,231.9,4628.0,814505.0,104.04,168.0,377.69,,44481
Delaware,2024-12,2024,3.9,10315,231.9,4628.0,822302.0,104.04,174.0,391.18,,44481
Delaware,2025-01,2025,4.9,10259,231.55,4684.0,822915.0,105.72,,,,44305
Delaware,2025-02,2025,5.2,10252,231.4,4741.0,832530.0,107.01,,,,44305
Delaware,2025-03,2025,4.6,10265,231.69,4832.0,855079.0,109.06,,,,44305
Delaware,2025-04,2025,3.4,10296,232.39,4831.0,844903.0,109.04,,,,44305
Delaware,2025-05,2025,3.1,10345,233.5,4857.0,849935.0,109.63,,,,44305
Delaware,2025-06,2025,3.5,10332,233.2,4730.0,826880.0,106.76,,,,44305
Delaware,2025-07,2025,4.3,10275,231.92,4642.0,815579.0,104.77,,,,44305
Delaware,2025-08,2025,4.4,10251,231.37,4643.0,811147.0,104.8,,,,44305
Delaware,2025-09,2025,4.2,10270,231.8,4562.0,803755.0,102.97,,,,44305
Delaware,2025-10,2025,,10267,231.73,4525.0,828590.0,102.13,,,,44305
Delaware,2025-11,2025,4.2,10345,233.5,4436.0,797807.0,100.12,,,,44305
Delaware,2025-12,2025,4.3,10451,235.89,4435.0,794508.0,100.1,,,,44305
Dutchess,2018-01,2018,4.3,55168,187.69,18013.0,2263939.0,61.28,,,,293939
Dutchess,2018-02,2018,4.5,55347,188.29,17821.0,2240180.0,60.63,,,,293939
Dutchess,2018-03,2018,4.0,55439,188.61,17958.0,2285567.0,61.09,,,,293939
Dutchess,2018-04,2018,3.5,55390,188.44,17884.0,2262125.0,60.84,,,,293939
Dutchess,2018-05,2018,3.3,55460,188.68,18223.0,2284605.0,62.0,,,,293939
Dutchess,2018-06,2018,3.7,55639,189.29,18248.0,2281564.0,62.08,,,,293939
Dutchess,2018-07,2018,3.6,55499,188.81,18318.0,2291750.0,62.32,,,,293939
Dutchess,2018-08,2018,3.5,55570,189.05,18233.0,2315638.0,62.03,,,,293939
Dutchess,2018-09,2018,3.1,55599,189.15,18039.0,2277047.0,61.37,,,,293939
Dutchess,2018-10,2018,3.1,55687,189.45,18069.0,2306869.0,61.47,,,,293939
Dutchess,2018-11,2018,2.9,55816,189.89,17730.0,2245973.0,60.32,,,,293939
Dutchess,2018-12,2018,3.1,55912,190.22,17863.0,2279221.0,60.77,,,,293939
Dutchess,2019-01,2019,3.6,56284,191.3,17907.0,2272599.0,60.86,,,,294218
Dutchess,2019-02,2019,3.7,56274,191.27,17696.0,2236826.0,60.15,,,,294218
Dutchess,2019-03,2019,3.4,56341,191.49,17794.0,2274666.0,60.48,,,,294218
Dutchess,2019-04,2019,3.0,56338,191.48,17606.0,2238109.0,59.84,,,,294218
Dutchess,2019-05,2019,3.0,56497,192.02,17546.0,2235131.0,59.64,,,,294218
Dutchess,2019-06,2019,3.3,56416,191.75,17555.0,2240674.0,59.67,,,,294218
Dutchess,2019-07,2019,3.6,56554,192.22,17622.0,2268810.0,59.89,,,,294218
Dutchess,2019-08,2019,3.6,56652,192.55,17478.0,2246797.0,59.4,,,,294218
Dutchess,2019-09,2019,3.2,56577,192.3,17428.0,2239227.0,59.23,,,,294218
Dutchess,2019-10,2019,3.3,56704,192.73,17730.0,2311338.0,60.26,,,,294218
Dutchess,2019-11,2019,3.2,56541,192.17,17562.0,2267307.0,59.69,,,,294218
Dutchess,2019-12,2019,3.4,56504,192.05,17561.0,2265243.0,59.69,,,,294218
Dutchess,2020-01,2020,3.8,56692,191.33,17568.0,2271918.0,59.29,,,,296309
Dutchess,2020-02,2020,3.8,56965,192.25,17566.0,2276339.0,59.28,,,,296309
Dutchess,2020-03,2020,4.4,56854,191.87,17653.0,2297074.0,59.58,,,,296309
Dutchess,2020-04,2020,15.7,58296,196.74,18537.0,4197853.0,62.56,,,,296309
Dutchess,2020-05,2020,11.9,59297,200.12,19176.0,3520394.0,64.72,,,,296309
Dutchess,2020-06,2020,10.0,60058,202.69,18850.0,3333163.0,63.62,,,,296309
Dutchess,2020-07,2020,9.3,60821,205.26,17254.0,3217024.0,58.23,,,,296309
Dutchess,2020-08,2020,7.1,61614,207.94,16652.0,3021773.0,56.2,,,,296309
Dutchess,2020-09,2020,6.2,62425,210.68,16978.0,2938633.0,57.3,,,,296309
Dutchess,2020-10,2020,5.1,63122,213.03,17090.0,3558228.0,57.68,,,,296309
Dutchess,2020-11,2020,4.8,63824,215.4,17004.0,3318535.0,57.39,,,,296309
Dutchess,2020-12,2020,5.1,64900,219.03,17161.0,3359537.0,57.92,,,,296309
Dutchess,2021-01,2021,5.7,65564,220.27,16992.0,3778550.0,57.09,507.0,170.33,,297659
Dutchess,2021-02,2021,6.0,65708,220.75,16954.0,3800161.0,56.96,492.0,165.29,,297659
Dutchess,2021-03,2021,5.5,66181,222.34,17169.0,3959727.0,57.68,458.0,153.87,,297659
Dutchess,2021-04,2021,4.8,66603,223.76,17263.0,4445379.0,58.0,466.0,156.55,,297659
Dutchess,2021-05,2021,4.3,66973,225.0,17368.0,4449678.0,58.35,542.0,182.09,,297659
Dutchess,2021-06,2021,4.8,67599,227.1,17473.0,4411554.0,58.7,632.0,212.32,,297659
Dutchess,2021-07,2021,4.7,68137,228.91,17648.0,4445257.0,59.29,546.0,183.43,,297659
Dutchess,2021-08,2021,4.4,68617,230.52,17527.0,4403143.0,58.88,551.0,185.11,,297659
Dutchess,2021-09,2021,3.7,69185,232.43,17566.0,4400047.0,59.01,614.0,206.28,,297659
Dutchess,2021-10,2021,3.4,69734,234.27,17670.0,4787689.0,59.36,695.0,233.49,,297659
Dutchess,2021-11,2021,3.0,69955,235.02,17632.0,4761466.0,59.24,715.0,240.21,,297659
Dutchess,2021-12,2021,2.7,70605,237.2,17809.0,4936060.0,59.83,665.0,223.41,,297659
Dutchess,2022-01,2022,3.6,71163,239.43,17651.0,4812422.0,59.39,632.0,212.64,,297214
Dutchess,2022-02,2022,3.7,71526,240.65,17543.0,4850584.0,59.02,594.0,199.86,,297214
Dutchess,2022-03,2022,3.3,71964,242.13,17905.0,5098511.0,60.24,578.0,194.47,,297214
Dutchess,2022-04,2022,2.7,72082,242.53,17861.0,5012863.0,60.09,504.0,169.57,,297214
Dutchess,2022-05,2022,2.8,72249,243.09,17925.0,5007485.0,60.31,659.0,221.73,,297214
Dutchess,2022-06,2022,3.1,72642,244.41,18026.0,5051037.0,60.65,673.0,226.44,,297214
Dutchess,2022-07,2022,3.2,73031,245.72,18008.0,5000995.0,60.59,638.0,214.66,,297214
Dutchess,2022-08,2022,3.3,73281,246.56,18089.0,4977795.0,60.86,625.0,210.29,,297214
Dutchess,2022-09,2022,2.7,73681,247.91,18134.0,4949739.0,61.01,667.0,224.42,,297214
Dutchess,2022-10,2022,2.5,73781,248.24,18094.0,5469754.0,60.88,668.0,224.75,,297214
Dutchess,2022-11,2022,2.6,73921,248.71,18047.0,5496722.0,60.72,660.0,222.06,,297214
Dutchess,2022-12,2022,2.6,74493,250.64,18049.0,5514642.0,60.73,790.0,265.8,,297214
Dutchess,2023-01,2023,3.2,74994,252.12,18015.0,5466139.0,60.56,560.0,188.27,,297451
Dutchess,2023-02,2023,3.3,75226,252.9,17820.0,5398156.0,59.91,517.0,173.81,,297451
Dutchess,2023-03,2023,2.9,75712,254.54,17669.0,3624073.0,59.4,588.0,197.68,,297451
Dutchess,2023-04,2023,2.3,76051,255.68,17683.0,3627241.0,59.45,521.0,175.15,,297451
Dutchess,2023-05,2023,2.7,76300,256.51,17790.0,3628377.0,59.81,601.0,202.05,,297451
Dutchess,2023-06,2023,2.9,76811,258.23,17832.0,3604286.0,59.95,586.0,197.01,,297451
Dutchess,2023-07,2023,3.1,75856,255.02,17840.0,3537901.0,59.98,618.0,207.77,,297451
Dutchess,2023-08,2023,3.4,74567,250.69,17906.0,3554589.0,60.2,576.0,193.65,,297451
Dutchess,2023-09,2023,3.1,73418,246.82,17791.0,3472485.0,59.81,622.0,209.11,,297451
Dutchess,2023-10,2023,3.2,72491,243.71,17831.0,3723982.0,59.95,737.0,247.77,,297451
Dutchess,2023-11,2023,3.0,71367,239.93,17842.0,3698470.0,59.98,726.0,244.07,,297451
Dutchess,2023-12,2023,3.2,70025,235.42,17949.0,3663685.0,60.34,646.0,217.18,,297451
Dutchess,2024-01,2024,3.5,68754,229.75,17944.0,3589868.0,59.96,688.0,229.9,,299256
Dutchess,2024-02,2024,3.7,67852,226.74,17888.0,3568492.0,59.77,541.0,180.78,,299256
Dutchess,2024-03,2024,3.4,67018,223.95,18082.0,3637311.0,60.42,510.0,170.42,,299256
Dutchess,2024-04,2024,2.9,65792,219.85,17901.0,3568112.0,59.82,565.0,188.8,,299256
Dutchess,2024-05,2024,3.0,64804,216.55,18023.0,3603280.0,60.23,660.0,220.55,,299256
Dutchess,2024-06,2024,3.3,63767,213.09,18140.0,3599809.0,60.62,659.0,220.21,,299256
